"Time","Contracts","Funding Interval","Funding Rate"
"2021-03-17 17:00:00","BTCUSDT Perpetual","8h","0.019233%"
"2021-03-17 09:00:00","BTCUSDT Perpetual","8h","0.035367%"
"2021-03-17 01:00:00","BTCUSDT Perpetual","8h","0.040673%"
"2021-03-16 17:00:00","BTCUSDT Perpetual","8h","0.035862%"
"2021-03-16 09:00:00","BTCUSDT Perpetual","8h","0.022573%"
"2021-03-16 01:00:00","BTCUSDT Perpetual","8h","0.015776%"
"2021-03-15 17:00:00","BTCUSDT Perpetual","8h","0.105210%"
"2021-03-15 09:00:00","BTCUSDT Perpetual","8h","0.082010%"
"2021-03-15 01:00:00","BTCUSDT Perpetual","8h","0.115069%"
"2021-03-14 17:00:00","BTCUSDT Perpetual","8h","0.084593%"
"2021-03-14 09:00:00","BTCUSDT Perpetual","8h","0.081828%"
"2021-03-14 01:00:00","BTCUSDT Perpetual","8h","0.057114%"
"2021-03-13 17:00:00","BTCUSDT Perpetual","8h","0.060566%"
"2021-03-13 09:00:00","BTCUSDT Perpetual","8h","0.047834%"
"2021-03-13 01:00:00","BTCUSDT Perpetual","8h","0.051199%"
"2021-03-12 17:00:00","BTCUSDT Perpetual","8h","0.067147%"
"2021-03-12 09:00:00","BTCUSDT Perpetual","8h","0.102002%"
"2021-03-12 01:00:00","BTCUSDT Perpetual","8h","0.085439%"
"2021-03-11 17:00:00","BTCUSDT Perpetual","8h","0.099305%"
"2021-03-11 09:00:00","BTCUSDT Perpetual","8h","0.095931%"
"2021-03-11 01:00:00","BTCUSDT Perpetual","8h","0.056915%"
"2021-03-10 17:00:00","BTCUSDT Perpetual","8h","0.048586%"
"2021-03-10 09:00:00","BTCUSDT Perpetual","8h","0.024343%"
"2021-03-10 01:00:00","BTCUSDT Perpetual","8h","0.057038%"
"2021-03-09 17:00:00","BTCUSDT Perpetual","8h","0.041976%"
"2021-03-09 09:00:00","BTCUSDT Perpetual","8h","0.072419%"
"2021-03-09 01:00:00","BTCUSDT Perpetual","8h","0.024757%"
"2021-03-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-08 01:00:00","BTCUSDT Perpetual","8h","0.017606%"
"2021-03-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-04 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-04 01:00:00","BTCUSDT Perpetual","8h","0.045078%"
"2021-03-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-02 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-01 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-03-01 09:00:00","BTCUSDT Perpetual","8h","0.016921%"
"2021-03-01 01:00:00","BTCUSDT Perpetual","8h","0.037706%"
"2021-02-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-28 01:00:00","BTCUSDT Perpetual","8h","0.010038%"
"2021-02-27 17:00:00","BTCUSDT Perpetual","8h","0.044570%"
"2021-02-27 09:00:00","BTCUSDT Perpetual","8h","0.030164%"
"2021-02-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-26 01:00:00","BTCUSDT Perpetual","8h","0.034053%"
"2021-02-25 17:00:00","BTCUSDT Perpetual","8h","0.018247%"
"2021-02-25 09:00:00","BTCUSDT Perpetual","8h","0.017706%"
"2021-02-25 01:00:00","BTCUSDT Perpetual","8h","0.037289%"
"2021-02-24 17:00:00","BTCUSDT Perpetual","8h","0.051791%"
"2021-02-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-02-24 01:00:00","BTCUSDT Perpetual","8h","0.013281%"
"2021-02-23 17:00:00","BTCUSDT Perpetual","8h","0.029620%"
"2021-02-23 09:00:00","BTCUSDT Perpetual","8h","0.024947%"
"2021-02-23 01:00:00","BTCUSDT Perpetual","8h","0.077864%"
"2021-02-22 17:00:00","BTCUSDT Perpetual","8h","0.091782%"
"2021-02-22 09:00:00","BTCUSDT Perpetual","8h","0.117049%"
"2021-02-22 01:00:00","BTCUSDT Perpetual","8h","0.125820%"
"2021-02-21 17:00:00","BTCUSDT Perpetual","8h","0.099022%"
"2021-02-21 09:00:00","BTCUSDT Perpetual","8h","0.100357%"
"2021-02-21 01:00:00","BTCUSDT Perpetual","8h","0.122535%"
"2021-02-20 17:00:00","BTCUSDT Perpetual","8h","0.116465%"
"2021-02-20 09:00:00","BTCUSDT Perpetual","8h","0.156317%"
"2021-02-20 01:00:00","BTCUSDT Perpetual","8h","0.128791%"
"2021-02-19 17:00:00","BTCUSDT Perpetual","8h","0.084526%"
"2021-02-19 09:00:00","BTCUSDT Perpetual","8h","0.091255%"
"2021-02-19 01:00:00","BTCUSDT Perpetual","8h","0.125841%"
"2021-02-18 17:00:00","BTCUSDT Perpetual","8h","0.154303%"
"2021-02-18 09:00:00","BTCUSDT Perpetual","8h","0.132249%"
"2021-02-18 01:00:00","BTCUSDT Perpetual","8h","0.147112%"
"2021-02-17 17:00:00","BTCUSDT Perpetual","8h","0.093435%"
"2021-02-17 09:00:00","BTCUSDT Perpetual","8h","0.104065%"
"2021-02-17 01:00:00","BTCUSDT Perpetual","8h","0.141818%"
"2021-02-16 17:00:00","BTCUSDT Perpetual","8h","0.123546%"
"2021-02-16 09:00:00","BTCUSDT Perpetual","8h","0.099600%"
"2021-02-16 01:00:00","BTCUSDT Perpetual","8h","0.068133%"
"2021-02-15 17:00:00","BTCUSDT Perpetual","8h","0.040617%"
"2021-02-15 09:00:00","BTCUSDT Perpetual","8h","0.117859%"
"2021-02-15 01:00:00","BTCUSDT Perpetual","8h","0.149489%"
"2021-02-14 17:00:00","BTCUSDT Perpetual","8h","0.146185%"
"2021-02-14 09:00:00","BTCUSDT Perpetual","8h","0.085048%"
"2021-02-14 01:00:00","BTCUSDT Perpetual","8h","0.075946%"
"2021-02-13 17:00:00","BTCUSDT Perpetual","8h","0.141609%"
"2021-02-13 09:00:00","BTCUSDT Perpetual","8h","0.139999%"
"2021-02-13 01:00:00","BTCUSDT Perpetual","8h","0.105532%"
"2021-02-12 17:00:00","BTCUSDT Perpetual","8h","0.125630%"
"2021-02-12 09:00:00","BTCUSDT Perpetual","8h","0.128772%"
"2021-02-12 01:00:00","BTCUSDT Perpetual","8h","0.174110%"
"2021-02-11 17:00:00","BTCUSDT Perpetual","8h","0.083069%"
"2021-02-11 09:00:00","BTCUSDT Perpetual","8h","0.076742%"
"2021-02-11 01:00:00","BTCUSDT Perpetual","8h","0.112397%"
"2021-02-10 17:00:00","BTCUSDT Perpetual","8h","0.175350%"
"2021-02-10 09:00:00","BTCUSDT Perpetual","8h","0.124313%"
"2021-02-10 01:00:00","BTCUSDT Perpetual","8h","0.161159%"
"2021-02-09 17:00:00","BTCUSDT Perpetual","8h","0.186573%"
"2021-02-09 09:00:00","BTCUSDT Perpetual","8h","0.131125%"
"2021-02-09 01:00:00","BTCUSDT Perpetual","8h","0.248993%"
"2021-02-08 17:00:00","BTCUSDT Perpetual","8h","0.057887%"
"2021-02-08 09:00:00","BTCUSDT Perpetual","8h","0.059267%"
"2021-02-08 01:00:00","BTCUSDT Perpetual","8h","0.106206%"
"2021-02-07 17:00:00","BTCUSDT Perpetual","8h","0.065121%"
"2021-02-07 09:00:00","BTCUSDT Perpetual","8h","0.155546%"
"2021-02-07 01:00:00","BTCUSDT Perpetual","8h","0.102370%"
"2021-02-06 17:00:00","BTCUSDT Perpetual","8h","0.069827%"
"2021-02-06 09:00:00","BTCUSDT Perpetual","8h","0.034782%"
"2021-02-06 01:00:00","BTCUSDT Perpetual","8h","0.099153%"
"2021-02-05 17:00:00","BTCUSDT Perpetual","8h","0.074838%"
"2021-02-05 09:00:00","BTCUSDT Perpetual","8h","0.056635%"
"2021-02-05 01:00:00","BTCUSDT Perpetual","8h","0.061936%"
"2021-02-04 17:00:00","BTCUSDT Perpetual","8h","0.074286%"
"2021-02-04 09:00:00","BTCUSDT Perpetual","8h","0.029063%"
"2021-02-04 01:00:00","BTCUSDT Perpetual","8h","0.075287%"
"2021-02-03 17:00:00","BTCUSDT Perpetual","8h","0.080805%"
"2021-02-03 09:00:00","BTCUSDT Perpetual","8h","0.077297%"
"2021-02-03 01:00:00","BTCUSDT Perpetual","8h","0.122181%"
"2021-02-02 17:00:00","BTCUSDT Perpetual","8h","0.044278%"
"2021-02-02 09:00:00","BTCUSDT Perpetual","8h","0.036787%"
"2021-02-02 01:00:00","BTCUSDT Perpetual","8h","0.066848%"
"2021-02-01 17:00:00","BTCUSDT Perpetual","8h","0.037561%"
"2021-02-01 09:00:00","BTCUSDT Perpetual","8h","0.013931%"
"2021-02-01 01:00:00","BTCUSDT Perpetual","8h","0.044234%"
"2021-01-31 17:00:00","BTCUSDT Perpetual","8h","0.046117%"
"2021-01-31 09:00:00","BTCUSDT Perpetual","8h","0.054944%"
"2021-01-31 01:00:00","BTCUSDT Perpetual","8h","0.052428%"
"2021-01-30 17:00:00","BTCUSDT Perpetual","8h","0.033200%"
"2021-01-30 09:00:00","BTCUSDT Perpetual","8h","0.039208%"
"2021-01-30 01:00:00","BTCUSDT Perpetual","8h","0.166789%"
"2021-01-29 17:00:00","BTCUSDT Perpetual","8h","0.064803%"
"2021-01-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-29 01:00:00","BTCUSDT Perpetual","8h","0.022262%"
"2021-01-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-27 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-26 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-26 09:00:00","BTCUSDT Perpetual","8h","0.013506%"
"2021-01-26 01:00:00","BTCUSDT Perpetual","8h","0.042414%"
"2021-01-25 17:00:00","BTCUSDT Perpetual","8h","0.052253%"
"2021-01-25 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-25 01:00:00","BTCUSDT Perpetual","8h","0.041388%"
"2021-01-24 17:00:00","BTCUSDT Perpetual","8h","0.014368%"
"2021-01-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-24 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-23 17:00:00","BTCUSDT Perpetual","8h","0.012182%"
"2021-01-23 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-23 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-22 01:00:00","BTCUSDT Perpetual","8h","0.026589%"
"2021-01-21 17:00:00","BTCUSDT Perpetual","8h","0.048357%"
"2021-01-21 09:00:00","BTCUSDT Perpetual","8h","0.042078%"
"2021-01-21 01:00:00","BTCUSDT Perpetual","8h","0.016482%"
"2021-01-20 17:00:00","BTCUSDT Perpetual","8h","0.017967%"
"2021-01-20 09:00:00","BTCUSDT Perpetual","8h","0.088177%"
"2021-01-20 01:00:00","BTCUSDT Perpetual","8h","0.158467%"
"2021-01-19 17:00:00","BTCUSDT Perpetual","8h","0.140090%"
"2021-01-19 09:00:00","BTCUSDT Perpetual","8h","0.061669%"
"2021-01-19 01:00:00","BTCUSDT Perpetual","8h","0.103550%"
"2021-01-18 17:00:00","BTCUSDT Perpetual","8h","0.049321%"
"2021-01-18 09:00:00","BTCUSDT Perpetual","8h","0.055375%"
"2021-01-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-17 17:00:00","BTCUSDT Perpetual","8h","0.030276%"
"2021-01-17 09:00:00","BTCUSDT Perpetual","8h","0.033109%"
"2021-01-17 01:00:00","BTCUSDT Perpetual","8h","0.068496%"
"2021-01-16 17:00:00","BTCUSDT Perpetual","8h","0.032573%"
"2021-01-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-16 01:00:00","BTCUSDT Perpetual","8h","0.118184%"
"2021-01-15 17:00:00","BTCUSDT Perpetual","8h","0.064483%"
"2021-01-15 09:00:00","BTCUSDT Perpetual","8h","0.055628%"
"2021-01-15 01:00:00","BTCUSDT Perpetual","8h","0.068503%"
"2021-01-14 17:00:00","BTCUSDT Perpetual","8h","0.072627%"
"2021-01-14 09:00:00","BTCUSDT Perpetual","8h","0.078331%"
"2021-01-14 01:00:00","BTCUSDT Perpetual","8h","0.070530%"
"2021-01-13 17:00:00","BTCUSDT Perpetual","8h","0.022590%"
"2021-01-13 09:00:00","BTCUSDT Perpetual","8h","0.014768%"
"2021-01-13 01:00:00","BTCUSDT Perpetual","8h","0.054945%"
"2021-01-12 17:00:00","BTCUSDT Perpetual","8h","0.050855%"
"2021-01-12 09:00:00","BTCUSDT Perpetual","8h","0.033526%"
"2021-01-12 01:00:00","BTCUSDT Perpetual","8h","0.053444%"
"2021-01-11 17:00:00","BTCUSDT Perpetual","8h","0.081553%"
"2021-01-11 09:00:00","BTCUSDT Perpetual","8h","0.086486%"
"2021-01-11 01:00:00","BTCUSDT Perpetual","8h","0.052988%"
"2021-01-10 17:00:00","BTCUSDT Perpetual","8h","0.120632%"
"2021-01-10 09:00:00","BTCUSDT Perpetual","8h","0.145604%"
"2021-01-10 01:00:00","BTCUSDT Perpetual","8h","0.146942%"
"2021-01-09 17:00:00","BTCUSDT Perpetual","8h","0.066918%"
"2021-01-09 09:00:00","BTCUSDT Perpetual","8h","0.062954%"
"2021-01-09 01:00:00","BTCUSDT Perpetual","8h","0.131891%"
"2021-01-08 17:00:00","BTCUSDT Perpetual","8h","0.092044%"
"2021-01-08 09:00:00","BTCUSDT Perpetual","8h","0.213517%"
"2021-01-08 01:00:00","BTCUSDT Perpetual","8h","0.099840%"
"2021-01-07 17:00:00","BTCUSDT Perpetual","8h","0.142744%"
"2021-01-07 09:00:00","BTCUSDT Perpetual","8h","0.100315%"
"2021-01-07 01:00:00","BTCUSDT Perpetual","8h","0.149253%"
"2021-01-06 17:00:00","BTCUSDT Perpetual","8h","0.210007%"
"2021-01-06 09:00:00","BTCUSDT Perpetual","8h","0.127193%"
"2021-01-06 01:00:00","BTCUSDT Perpetual","8h","0.062904%"
"2021-01-05 17:00:00","BTCUSDT Perpetual","8h","0.047166%"
"2021-01-05 09:00:00","BTCUSDT Perpetual","8h","0.088338%"
"2021-01-05 01:00:00","BTCUSDT Perpetual","8h","0.056136%"
"2021-01-04 17:00:00","BTCUSDT Perpetual","8h","0.236482%"
"2021-01-04 09:00:00","BTCUSDT Perpetual","8h","0.164126%"
"2021-01-04 01:00:00","BTCUSDT Perpetual","8h","0.155006%"
"2021-01-03 17:00:00","BTCUSDT Perpetual","8h","0.114744%"
"2021-01-03 09:00:00","BTCUSDT Perpetual","8h","0.124058%"
"2021-01-03 01:00:00","BTCUSDT Perpetual","8h","0.115471%"
"2021-01-02 17:00:00","BTCUSDT Perpetual","8h","0.020151%"
"2021-01-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2021-01-02 01:00:00","BTCUSDT Perpetual","8h","0.034457%"
"2021-01-01 17:00:00","BTCUSDT Perpetual","8h","0.026336%"
"2021-01-01 09:00:00","BTCUSDT Perpetual","8h","0.022753%"
"2021-01-01 01:00:00","BTCUSDT Perpetual","8h","0.036744%"
"2020-12-31 17:00:00","BTCUSDT Perpetual","8h","0.060344%"
"2020-12-31 09:00:00","BTCUSDT Perpetual","8h","0.053292%"
"2020-12-31 01:00:00","BTCUSDT Perpetual","8h","0.062880%"
"2020-12-30 17:00:00","BTCUSDT Perpetual","8h","0.076836%"
"2020-12-30 09:00:00","BTCUSDT Perpetual","8h","0.048979%"
"2020-12-30 01:00:00","BTCUSDT Perpetual","8h","0.039914%"
"2020-12-29 17:00:00","BTCUSDT Perpetual","8h","0.048930%"
"2020-12-29 09:00:00","BTCUSDT Perpetual","8h","0.037693%"
"2020-12-29 01:00:00","BTCUSDT Perpetual","8h","0.071278%"
"2020-12-28 17:00:00","BTCUSDT Perpetual","8h","0.036133%"
"2020-12-28 09:00:00","BTCUSDT Perpetual","8h","0.043462%"
"2020-12-28 01:00:00","BTCUSDT Perpetual","8h","0.071164%"
"2020-12-27 17:00:00","BTCUSDT Perpetual","8h","0.025468%"
"2020-12-27 09:00:00","BTCUSDT Perpetual","8h","0.019940%"
"2020-12-27 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-26 17:00:00","BTCUSDT Perpetual","8h","0.016965%"
"2020-12-26 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-26 01:00:00","BTCUSDT Perpetual","8h","0.034905%"
"2020-12-25 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-25 09:00:00","BTCUSDT Perpetual","8h","0.018528%"
"2020-12-25 01:00:00","BTCUSDT Perpetual","8h","0.027216%"
"2020-12-24 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-24 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-24 01:00:00","BTCUSDT Perpetual","8h","0.010214%"
"2020-12-23 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-23 09:00:00","BTCUSDT Perpetual","8h","0.011310%"
"2020-12-23 01:00:00","BTCUSDT Perpetual","8h","0.019955%"
"2020-12-22 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-22 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-22 01:00:00","BTCUSDT Perpetual","8h","0.023741%"
"2020-12-21 17:00:00","BTCUSDT Perpetual","8h","0.030248%"
"2020-12-21 09:00:00","BTCUSDT Perpetual","8h","0.041795%"
"2020-12-21 01:00:00","BTCUSDT Perpetual","8h","0.038896%"
"2020-12-20 17:00:00","BTCUSDT Perpetual","8h","0.037486%"
"2020-12-20 09:00:00","BTCUSDT Perpetual","8h","0.078228%"
"2020-12-20 01:00:00","BTCUSDT Perpetual","8h","0.070544%"
"2020-12-19 17:00:00","BTCUSDT Perpetual","8h","0.038032%"
"2020-12-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-19 01:00:00","BTCUSDT Perpetual","8h","0.045031%"
"2020-12-18 17:00:00","BTCUSDT Perpetual","8h","0.053548%"
"2020-12-18 09:00:00","BTCUSDT Perpetual","8h","0.028532%"
"2020-12-18 01:00:00","BTCUSDT Perpetual","8h","0.054617%"
"2020-12-17 17:00:00","BTCUSDT Perpetual","8h","0.021355%"
"2020-12-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-17 01:00:00","BTCUSDT Perpetual","8h","0.046054%"
"2020-12-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-15 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-13 01:00:00","BTCUSDT Perpetual","8h","0.004314%"
"2020-12-12 17:00:00","BTCUSDT Perpetual","8h","-0.002135%"
"2020-12-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-12 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-11 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-11 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-11 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-10 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-10 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-10 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-09 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-09 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-09 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-08 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-08 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-08 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-07 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-07 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-07 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-06 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-06 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-06 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-05 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-05 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-05 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-04 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-04 09:00:00","BTCUSDT Perpetual","8h","0.012703%"
"2020-12-04 01:00:00","BTCUSDT Perpetual","8h","0.025455%"
"2020-12-03 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-03 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-03 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-02 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-02 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-12-02 01:00:00","BTCUSDT Perpetual","8h","0.011545%"
"2020-12-01 17:00:00","BTCUSDT Perpetual","8h","0.043287%"
"2020-12-01 09:00:00","BTCUSDT Perpetual","8h","0.045929%"
"2020-12-01 01:00:00","BTCUSDT Perpetual","8h","0.029481%"
"2020-11-30 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-30 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-30 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-29 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-29 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-29 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-28 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-28 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-28 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-27 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-27 09:00:00","BTCUSDT Perpetual","8h","0.010773%"
"2020-11-27 01:00:00","BTCUSDT Perpetual","8h","0.028796%"
"2020-11-26 17:00:00","BTCUSDT Perpetual","8h","0.013130%"
"2020-11-26 09:00:00","BTCUSDT Perpetual","8h","0.035414%"
"2020-11-26 01:00:00","BTCUSDT Perpetual","8h","0.075292%"
"2020-11-25 17:00:00","BTCUSDT Perpetual","8h","0.038079%"
"2020-11-25 09:00:00","BTCUSDT Perpetual","8h","0.084234%"
"2020-11-25 01:00:00","BTCUSDT Perpetual","8h","0.081176%"
"2020-11-24 17:00:00","BTCUSDT Perpetual","8h","0.060366%"
"2020-11-24 09:00:00","BTCUSDT Perpetual","8h","0.050801%"
"2020-11-24 01:00:00","BTCUSDT Perpetual","8h","0.108391%"
"2020-11-23 17:00:00","BTCUSDT Perpetual","8h","0.076207%"
"2020-11-23 09:00:00","BTCUSDT Perpetual","8h","0.101150%"
"2020-11-23 01:00:00","BTCUSDT Perpetual","8h","0.066537%"
"2020-11-22 17:00:00","BTCUSDT Perpetual","8h","0.086985%"
"2020-11-22 09:00:00","BTCUSDT Perpetual","8h","0.080362%"
"2020-11-22 01:00:00","BTCUSDT Perpetual","8h","0.059438%"
"2020-11-21 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-21 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-21 01:00:00","BTCUSDT Perpetual","8h","0.038617%"
"2020-11-20 17:00:00","BTCUSDT Perpetual","8h","0.039647%"
"2020-11-20 09:00:00","BTCUSDT Perpetual","8h","0.036650%"
"2020-11-20 01:00:00","BTCUSDT Perpetual","8h","0.052207%"
"2020-11-19 17:00:00","BTCUSDT Perpetual","8h","0.025015%"
"2020-11-19 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-19 01:00:00","BTCUSDT Perpetual","8h","0.021486%"
"2020-11-18 17:00:00","BTCUSDT Perpetual","8h","0.057572%"
"2020-11-18 09:00:00","BTCUSDT Perpetual","8h","0.021138%"
"2020-11-18 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-17 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-17 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-17 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-16 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-16 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-16 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-15 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-15 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-15 01:00:00","BTCUSDT Perpetual","8h","0.004277%"
"2020-11-14 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-14 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-14 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-13 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-13 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-13 01:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-12 17:00:00","BTCUSDT Perpetual","8h","0.010000%"
"2020-11-12 09:00:00","BTCUSDT Perpetual","8h","0.010000%"
